2017-04-01 00:00,2017,04,01,00:00,‡,7.6,5.8,88,7,15,19.3,102.21,,,Rain
2017-04-01 01:00,2017,04,01,01:00,‡,7.2,5.8,91,9,10,16.1,102.19,,,Rain
2017-04-01 02:00,2017,04,01,02:00,‡,7.1,6.2,94,8,8,16.1,102.14,,,Rain
2017-04-01 03:00,2017,04,01,03:00,‡,7.0,6.3,95,9,12,16.1,102.09,,,Rain
2017-04-01 04:00,2017,04,01,04:00,‡,6.6,5.9,95,4,6,12.9,102.09,,,Rain
2017-04-01 05:00,2017,04,01,05:00,‡,6.5,5.6,94,6,15,12.9,102.06,,,Rain
2017-04-01 06:00,2017,04,01,06:00,‡,6.5,5.8,95,8,9,8.1,102.10,,,"Moderate Rain,Fog"
2017-04-01 07:00,2017,04,01,07:00,‡,6.6,5.7,94,8,8,12.9,102.14,,,Rain
2017-04-01 08:00,2017,04,01,08:00,‡,6.8,6.1,95,8,12,8.1,102.15,,,"Rain,Fog"
2017-04-01 10:00,2017,04,01,10:00,‡,8.0,6.5,90,9,6,16.1,102.24,,,Cloudy
2017-04-01 13:00,2017,04,01,13:00,‡,10.1,7.2,82,23,12,24.1,102.32,,,Mostly Cloudy
2017-04-01 16:00,2017,04,01,16:00,‡,10.3,5.7,73,20,10,32.2,102.27,,,Mostly Cloudy
2017-04-01 19:00,2017,04,01,19:00,‡,10.4,6.6,77,14,7,24.1,102.21,,,Mostly Cloudy
2017-04-01 22:00,2017,04,01,22:00,‡,8.6,7.1,90,27,28,32.2,102.21,,,Mostly Cloudy
2017-04-02 01:00,2017,04,02,01:00,‡,7.8,5.3,84,26,36,32.2,102.38,,,Mainly Clear
2017-04-02 04:00,2017,04,02,04:00,‡,6.8,4.3,84,27,28,32.2,102.42,,,Clear
2017-04-02 07:00,2017,04,02,07:00,‡,7.3,3.9,79,28,33,32.2,102.46,,,Mainly Clear
2017-04-02 10:00,2017,04,02,10:00,‡,8.8,5.4,79,28,41,32.2,102.47,,,Mainly Clear
2017-04-02 13:00,2017,04,02,13:00,‡,9.0,2.4,63,27,39,48.3,102.40,,,Mainly Clear
2017-04-02 16:00,2017,04,02,16:00,‡,9.8,4.2,68,27,34,48.3,102.34,,,Mainly Clear
2017-04-02 19:00,2017,04,02,19:00,‡,7.9,2.6,69,27,28,48.3,102.28,,,Mainly Clear
2017-04-02 22:00,2017,04,02,22:00,‡,5.7,2.7,81,33,9,48.3,102.38,,,Mainly Clear
2017-04-03 01:00,2017,04,03,01:00,‡,3.0,1.4,89,36,5,48.3,102.49,,,Clear
2017-04-03 04:00,2017,04,03,04:00,‡,3.5,1.5,87,13,3,48.3,102.52,,,Mostly Cloudy
2017-04-03 07:00,2017,04,03,07:00,‡,4.8,2.0,82,9,13,48.3,102.56,,,Mostly Cloudy
2017-04-03 10:00,2017,04,03,10:00,‡,7.5,2.4,70,36,3,48.3,102.56,,,Mostly Cloudy
2017-04-03 13:00,2017,04,03,13:00,‡,8.8,5.9,82,24,14,48.3,102.42,,,Mostly Cloudy
2017-04-03 16:00,2017,04,03,16:00,‡,9.7,3.3,64,25,8,48.3,102.18,,,Mainly Clear
2017-04-03 19:00,2017,04,03,19:00,‡,7.3,2.4,71,32,4,48.3,101.98,,,Mostly Cloudy
